Timestamp,real_rpm,rpm_set,real_rpm,rpm_set
59191000,219,210,228,210
59203000,211,210,211,210
59216000,212,210,212,210
59228000,216,210,216,210
59241000,209,210,208,210
59254000,199,210,199,210
59266000,199,210,197,210
59279000,190,210,193,210
59292000,219,210,219,210
59306000,208,210,203,210
59318000,210,210,210,210
59330000,214,210,214,210
59343000,211,210,211,210
59356000,212,210,212,210
59369000,206,210,206,210
59382000,213,210,211,210
59394000,206,210,206,210
59406000,197,210,197,210
59419000,199,210,199,210
59432000,200,210,202,210
59445000,217,210,217,210
59457000,222,210,218,210
59471000,212,210,212,210
59483000,217,210,213,210
59495000,212,210,209,210
59508000,224,210,222,210
59521000,216,210,216,210
59534000,211,210,207,210
59546000,203,210,202,210
59559000,190,210,190,210
59571000,199,210,205,210
59584000,211,210,211,210
59596000,211,210,211,210
59609000,230,210,226,210
59622000,215,210,215,210
59635000,222,210,219,210
59648000,215,210,213,210
59660000,209,210,215,210
59673000,214,210,213,210
59686000,199,210,198,210
59699000,194,210,197,210
59711000,196,210,196,210
59724000,212,210,215,210
59737000,237,210,237,210
59749000,212,210,216,210
59763000,228,210,225,210
59776000,213,210,212,210
59789000,223,210,223,210
59802000,223,210,217,210
59815000,207,210,207,210
59828000,203,210,203,210
59841000,196,210,196,210
59853000,195,210,200,210
59865000,217,210,213,210
59878000,210,210,210,210
59890000,230,210,230,210
59903000,213,210,210,210
59916000,213,210,213,210
59929000,213,210,212,210
59941000,204,210,204,210
59954000,210,210,210,210
59966000,204,210,204,210
59979000,197,210,195,210
59992000,200,210,200,210
60005000,203,210,205,210
60018000,222,210,232,210
60030000,220,210,214,210
60043000,213,210,216,210
60056000,212,210,211,210
60069000,208,210,208,210
60081000,215,210,216,210
60094000,209,210,209,210
60107000,203,210,203,210
60120000,199,210,197,210
60132000,191,210,191,210
60145000,212,210,212,210
60158000,210,210,209,210
60171000,209,210,210,210
60183000,216,210,215,210
60196000,212,210,212,210
60209000,213,210,212,210
60222000,208,210,208,210
60235000,213,210,212,210
60248000,206,210,206,210
60261000,198,210,198,210
60274000,201,210,201,210
60287000,204,210,204,210
60300000,221,210,221,210
60313000,221,210,218,210
60326000,213,210,213,210
60340000,212,210,212,210
60352000,208,210,208,210
60365000,214,210,214,210
60378000,215,210,210,210
60391000,203,210,202,210
60405000,198,210,197,210
60418000,192,210,193,210
60430000,211,210,217,210
60443000,210,210,210,210
60456000,209,210,209,210
60469000,214,210,214,210
60481000,211,210,211,210
60493000,213,210,211,210
60506000,207,210,207,210
60519000,214,210,211,210
60532000,206,210,206,210
60545000,198,210,198,210
60558000,200,210,200,210
60571000,200,210,202,210
60584000,220,210,220,210
60597000,219,210,218,210
60610000,211,210,212,210
60622000,216,210,214,210
60634000,209,210,209,210
60647000,222,210,218,210
60660000,216,210,216,210
60673000,212,210,204,210
60686000,202,210,199,210
60699000,190,210,191,210
60712000,203,210,210,210
60724000,210,210,210,210
60737000,210,210,211,210
60750000,224,210,223,210
60763000,212,210,214,210
60776000,219,210,217,210
60789000,212,210,209,210
60801000,214,210,211,210
60814000,215,210,206,210
60828000,197,210,197,210
60840000,194,210,195,210
60853000,196,210,196,210
60866000,214,210,215,210
60879000,229,210,229,210
60891000,216,210,216,210
60903000,227,210,227,210
60916000,211,210,213,210
60929000,224,210,224,210
60941000,224,210,217,210
60954000,208,210,208,210
60967000,201,210,202,210
60979000,195,210,195,210
60992000,197,210,197,210
61005000,214,210,213,210
61018000,211,210,211,210
61031000,232,210,232,210
61044000,211,210,211,210
61057000,220,210,223,210
61069000,216,210,213,210
61081000,206,210,209,210
61093000,211,210,214,210
61105000,204,210,202,210
61118000,197,210,195,210
61130000,201,210,201,210
61143000,203,210,204,210
61156000,220,210,229,210
61169000,218,210,212,210
61181000,214,210,214,210
61194000,213,210,213,210
61207000,210,210,210,210
61220000,215,210,215,210
61232000,211,210,211,210
61245000,203,210,203,210
61259000,200,210,200,210
61271000,191,210,193,210
61284000,219,210,219,210
61297000,212,210,207,210
61310000,211,210,211,210
61323000,216,210,214,210
61336000,209,210,209,210
61348000,211,210,211,210
61361000,207,210,205,210
61373000,214,210,213,210
61386000,208,210,208,210
61399000,198,210,198,210
61412000,201,210,201,210
61426000,201,210,201,210
61438000,219,210,219,210
61451000,218,210,217,210
61464000,211,210,211,210
61476000,212,210,212,210
61488000,209,210,209,210
61501000,223,210,218,210
61514000,215,210,215,210
61526000,212,210,212,210
61539000,203,210,199,210
61552000,189,210,189,210
61564000,203,210,203,210
61577000,211,210,212,210
61590000,210,210,211,210
61603000,227,210,223,210
61616000,211,210,214,210
61630000,223,210,216,210
61643000,211,210,210,210
61655000,214,210,214,210
61668000,212,210,210,210
61680000,199,210,198,210
61693000,195,210,198,210
61706000,195,210,198,210
61719000,215,210,216,210
61732000,234,210,229,210
61745000,216,210,216,210
61758000,227,210,223,210
61770000,213,210,213,210
61783000,225,210,225,210
61796000,217,210,217,210
61809000,210,210,211,210
61823000,203,210,203,210
61835000,196,210,193,210
61849000,204,210,209,210
61862000,212,210,212,210
61875000,213,210,209,210
61888000,230,210,222,210
61901000,211,210,214,210
61913000,220,210,217,210
61926000,214,210,214,210
61939000,214,210,214,210
61953000,210,210,206,210
61966000,196,210,196,210
61979000,195,210,199,210
61992000,194,210,199,210
62006000,215,210,219,210
62018000,229,210,224,210
62032000,216,210,212,210
62045000,218,210,218,210
62058000,209,210,209,210
62072000,222,210,217,210
62084000,217,210,216,210
62097000,211,210,211,210
62110000,203,210,201,210
62123000,191,210,191,210
62135000,208,210,208,210
62147000,212,210,212,210
62158000,213,210,213,210
62171000,230,210,227,210
62184000,213,210,213,210
62196000,222,210,222,210
62208000,214,210,214,210
62221000,208,210,213,210
62234000,215,210,215,210
62247000,202,210,199,210
62260000,194,210,194,210
62272000,195,210,195,210
62284000,208,210,208,210
62296000,236,210,236,210
62309000,214,210,211,210
62321000,215,210,218,210
62334000,213,210,211,210
62348000,209,210,210,210
62361000,216,210,222,210
62374000,208,210,207,210
62386000,203,210,201,210
62399000,199,210,199,210
62411000,192,210,192,210
62424000,215,210,217,210
62438000,208,210,205,210
62451000,210,210,210,210
62464000,214,210,213,210
62477000,211,210,211,210
62490000,210,210,212,210
62504000,204,210,207,210
62517000,211,210,211,210
62529000,205,210,203,210
62542000,195,210,195,210
62555000,200,210,197,210
62568000,204,210,204,210
62580000,233,210,233,210
62593000,217,210,210,210
62606000,215,210,215,210
62618000,211,210,211,210
62630000,210,210,210,210
62642000,215,210,215,210
62656000,216,210,209,210
62669000,203,210,201,210
62682000,199,210,197,210
62694000,190,210,190,210
62708000,211,210,218,210
62720000,210,210,210,210
62732000,210,210,210,210
62743000,222,210,219,210
62756000,215,210,215,210
62769000,220,210,212,210
62782000,210,210,210,210
62795000,213,210,213,210
62808000,206,210,206,210
62821000,197,210,199,210
62834000,200,210,200,210
62846000,200,210,200,210
62859000,215,210,219,210
62873000,226,210,220,210
62886000,216,210,213,210
62899000,217,210,211,210
62912000,213,210,209,210
62925000,223,210,217,210
62938000,218,210,217,210
62951000,211,210,203,210
62963000,203,210,200,210
62975000,192,210,192,210
62988000,207,210,207,210
63001000,213,210,212,210
63014000,212,210,210,210
63027000,225,210,225,210
63040000,211,210,212,210
63054000,223,210,216,210
63067000,213,210,213,210
63079000,213,210,213,210
63091000,215,210,215,210
63103000,200,210,196,210
63115000,194,210,195,210
63128000,194,210,194,210
63140000,211,210,211,210
63154000,232,210,232,210
63167000,213,210,216,210
63180000,227,210,227,210
63192000,212,210,212,210
63204000,219,210,219,210
63216000,222,210,222,210
63229000,208,210,207,210
63242000,201,210,201,210
63255000,195,210,195,210
63267000,192,210,193,210
63280000,217,210,217,210
63292000,208,210,205,210
63305000,210,210,225,210
63318000,215,210,215,210
63331000,210,210,210,210
63343000,211,210,213,210
63356000,205,210,205,210
63368000,211,210,210,210
63381000,207,210,207,210
63394000,197,210,197,210
63407000,202,210,202,210
63420000,203,210,204,210
63433000,222,210,222,210
63445000,220,210,220,210
63458000,213,210,214,210
63472000,213,210,213,210
63485000,210,210,210,210
63496000,215,210,215,210
63509000,216,210,209,210
63522000,203,210,203,210
63535000,200,210,198,210
63548000,190,210,190,210
63562000,218,210,218,210
63575000,209,210,203,210
63588000,209,210,209,210
63601000,216,210,216,210
63613000,210,210,210,210
63625000,214,210,211,210
63638000,206,210,206,210
63651000,214,210,211,210
63663000,206,210,206,210
63677000,198,210,197,210
63690000,198,210,201,210
63703000,200,210,203,210
63715000,215,210,222,210
63727000,223,210,221,210
63740000,213,210,213,210
63753000,218,210,211,210
63766000,207,210,207,210
63778000,221,210,221,210
63791000,215,210,215,210
63805000,211,210,204,210
63818000,203,210,200,210
63830000,192,210,192,210
63842000,207,210,207,210
63855000,212,210,212,210
63868000,212,210,212,210
63880000,231,210,224,210
63893000,214,210,214,210
63905000,221,210,221,210
63918000,213,210,213,210
63930000,212,210,212,210
63943000,215,210,215,210
63956000,201,210,199,210
63969000,193,210,196,210
63982000,197,210,197,210
63995000,215,210,214,210
64008000,229,210,229,210
64021000,212,210,212,210
64034000,227,210,227,210
64046000,212,210,212,210
64059000,218,210,223,210
64072000,222,210,222,210
64085000,207,210,209,210
64097000,201,210,201,210
64110000,195,210,195,210
64123000,193,210,197,210
64135000,217,210,214,210
64148000,206,210,208,210
64161000,224,210,231,210
64173000,214,210,210,210
64186000,211,210,211,210
64199000,213,210,214,210
64211000,204,210,207,210
64224000,211,210,211,210
64237000,205,210,203,210
64250000,198,210,195,210
64262000,199,210,199,210
64275000,204,210,205,210
64288000,220,210,230,210
64302000,211,210,211,210
64314000,212,210,216,210
64327000,213,210,213,210
64340000,208,210,210,210
64353000,216,210,216,210
64365000,207,210,207,210
64378000,201,210,201,210
64391000,198,210,198,210
64405000,194,210,195,210
64418000,220,210,220,210
64431000,207,210,207,210
64443000,211,210,211,210
64455000,216,210,215,210
64467000,210,210,212,210
64480000,211,210,211,210
64493000,205,210,204,210
64506000,213,210,213,210
64519000,206,210,205,210
64532000,197,210,197,210
64545000,201,210,201,210
64558000,203,210,203,210
64570000,221,210,221,210
64583000,222,210,219,210
64596000,212,210,212,210
64608000,212,210,212,210
64622000,209,210,209,210
64634000,217,210,217,210
64647000,216,210,212,210
64660000,204,210,204,210
64673000,202,210,200,210
64686000,191,210,191,210
64699000,211,210,216,210
64712000,209,210,209,210
64725000,209,210,210,210
64738000,222,210,216,210
64750000,214,210,214,210
64763000,215,210,211,210
64776000,212,210,206,210
64789000,212,210,211,210
64802000,207,210,207,210
64815000,198,210,198,210
64828000,198,210,201,210
64841000,200,210,203,210
64854000,214,210,220,210
64867000,222,210,219,210
64880000,213,210,213,210
64893000,216,210,216,210
64907000,210,210,210,210
64920000,221,210,214,210
64933000,216,210,216,210
64945000,206,210,206,210
64957000,199,210,198,210
64970000,189,210,189,210
64983000,209,210,215,210
64997000,211,210,211,210
65010000,211,210,211,210
65023000,215,210,215,210
65036000,211,210,211,210
65049000,213,210,212,210
65062000,206,210,206,210
65075000,214,210,212,210
65088000,208,210,208,210
65101000,198,210,197,210
65114000,200,210,200,210
65126000,203,210,203,210
65138000,214,210,218,210
65151000,222,210,220,210
65164000,213,210,212,210
65177000,214,210,212,210
65190000,211,210,208,210
65202000,223,210,220,210
65215000,214,210,214,210
65227000,210,210,210,210
65239000,203,210,203,210
65252000,194,210,192,210
65264000,195,210,201,210
65277000,213,210,213,210
65290000,213,210,213,210
65303000,230,210,225,210
65315000,209,210,213,210
65329000,222,210,222,210
65342000,215,210,213,210
65355000,214,210,214,210
65367000,215,210,215,210
65380000,199,210,199,210
65393000,194,210,196,210
65406000,196,210,196,210
65419000,213,210,214,210
65432000,229,210,229,210
65445000,214,210,214,210
65458000,225,210,225,210
65471000,212,210,212,210
65484000,224,210,224,210
65497000,221,210,217,210
65510000,212,210,212,210
65523000,204,210,204,210
65537000,194,210,192,210
65550000,203,210,203,210
65562000,211,210,211,210
65574000,210,210,212,210
65587000,231,210,226,210
65600000,213,210,213,210
65613000,222,210,220,210
65625000,215,210,213,210
65637000,208,210,210,210
65650000,211,210,212,210
65662000,205,210,201,210
65675000,194,210,193,210
65688000,197,210,196,210
65701000,207,210,214,210
65714000,236,210,238,210
65727000,210,210,212,210
65740000,217,210,229,210
65752000,211,210,211,210
65765000,211,210,217,210
65778000,217,210,223,210
65791000,209,210,209,210
65804000,201,210,201,210
65817000,198,210,198,210
65830000,193,210,195,210
65843000,218,210,218,210
65855000,204,210,204,210
65868000,224,210,224,210
65881000,215,210,211,210
65894000,212,210,212,210
65907000,214,210,213,210
65921000,206,210,207,210
65934000,211,210,211,210
65947000,202,210,200,210
65960000,194,210,194,210
65973000,197,210,197,210
65986000,215,210,215,210
65999000,235,210,235,210
66012000,211,210,211,210
66025000,228,210,228,210
66038000,212,210,212,210
66051000,215,210,224,210
66064000,223,210,224,210
66077000,208,210,209,210
66090000,201,210,201,210
66103000,194,210,193,210
66116000,193,210,193,210
66129000,214,210,212,210
66142000,206,210,211,210
66156000,229,210,229,210
66169000,209,210,209,210
66182000,218,210,222,210
66195000,215,210,215,210
66208000,208,210,212,210
66220000,214,210,214,210
66233000,201,210,197,210
66246000,194,210,194,210
66259000,195,210,195,210
66271000,208,210,213,210
66284000,238,210,238,210
66297000,213,210,214,210
66310000,226,210,226,210
66323000,210,210,210,210
66337000,222,210,225,210
66350000,221,210,221,210
66363000,209,210,211,210
66376000,204,210,204,210
66389000,196,210,196,210
66402000,197,210,197,210
66415000,211,210,211,210
66428000,210,210,210,210
66441000,231,210,225,210
66454000,211,210,211,210
66467000,220,210,220,210
66480000,214,210,213,210
66493000,209,210,209,210
66506000,213,210,213,210
66518000,201,210,199,210
66531000,193,210,196,210
66545000,196,210,196,210
66558000,214,210,214,210
66570000,235,210,233,210
66583000,213,210,213,210
66596000,227,210,227,210
66609000,212,210,212,210
66622000,217,210,222,210
66635000,223,210,223,210
66647000,207,210,208,210
66659000,201,210,201,210
66671000,195,210,195,210
66684000,193,210,193,210
66697000,218,210,215,210
66710000,205,210,205,210
66722000,219,210,219,210
66734000,213,210,213,210
66747000,209,210,211,210
66760000,212,210,212,210
66774000,206,210,206,210
66787000,211,210,214,210
66800000,204,210,204,210
66813000,195,210,192,210
66826000,195,210,195,210
66839000,203,210,211,210
66852000,230,210,236,210
66865000,211,210,211,210
66878000,216,210,223,210
66891000,211,210,210,210
66904000,211,210,211,210
66917000,218,210,224,210
66930000,208,210,208,210
66943000,201,210,203,210
66956000,198,210,198,210
66969000,195,210,195,210
66982000,216,210,216,210
66995000,205,210,205,210
67008000,213,210,232,210
67021000,211,210,211,210
67032000,212,210,212,210
67045000,212,210,215,210
67058000,205,210,205,210
67071000,211,210,211,210
67084000,202,210,202,210
67096000,193,210,193,210
67108000,201,210,201,210
67121000,202,210,202,210
67135000,224,210,233,210
67148000,212,210,212,210
67160000,214,210,218,210
67174000,212,210,212,210
67187000,209,210,212,210
67199000,215,210,216,210
67212000,209,210,209,210
67225000,203,210,202,210
67238000,199,210,199,210
67252000,193,210,193,210
67264000,214,210,218,210
67277000,210,210,206,210
67289000,211,210,211,210
67302000,218,210,216,210
67315000,210,210,210,210
67328000,211,210,211,210
67341000,205,210,207,210
67354000,211,210,211,210
67367000,206,210,206,210
67380000,200,210,197,210
67393000,201,210,201,210
67406000,203,210,203,210
67418000,218,210,222,210
67430000,220,210,220,210
67443000,213,210,214,210
67456000,214,210,214,210
67469000,210,210,209,210
67482000,221,210,216,210
67495000,214,210,209,210
67508000,207,210,201,210
67521000,199,210,199,210
67534000,189,210,189,210
67547000,213,210,220,210
67559000,210,210,209,210
67571000,210,210,210,210
67585000,216,210,216,210
67598000,215,210,212,210
67610000,218,210,214,210
67622000,212,210,212,210
67636000,214,210,214,210
67649000,207,210,207,210
67661000,199,210,199,210
67674000,196,210,198,210
67687000,200,210,200,210
67699000,215,210,219,210
67711000,230,210,226,210
67723000,214,210,214,210
67736000,225,210,225,210
67749000,212,210,211,210
67761000,223,210,223,210
67774000,218,210,218,210
67786000,208,210,208,210
67799000,200,210,204,210
67812000,194,210,194,210
67825000,194,210,198,210
67838000,211,210,211,210
67850000,210,210,210,210
67863000,228,210,229,210
67875000,212,210,209,210
67889000,218,210,223,210
67902000,215,210,215,210
67915000,207,210,207,210
67928000,212,210,215,210
67941000,202,210,197,210
67955000,194,210,194,210
67968000,194,210,195,210
67981000,215,210,215,210
67994000,237,210,231,210
68007000,213,210,213,210
68019000,226,210,226,210
68031000,210,210,210,210
68043000,211,210,215,210
68056000,222,210,222,210
68069000,207,210,207,210
68082000,200,210,201,210
68094000,197,210,197,210
68108000,192,210,195,210
68121000,217,210,217,210
68133000,205,210,207,210
68147000,223,210,223,210
68159000,214,210,211,210
68172000,213,210,213,210
68186000,215,210,215,210
68198000,207,210,207,210
68211000,213,210,213,210
68224000,205,210,203,210
68236000,197,210,195,210
68249000,198,210,197,210
68262000,203,210,206,210
68275000,234,210,237,210
68288000,217,210,211,210
68301000,217,210,225,210
68314000,213,210,212,210
68327000,210,210,210,210
68339000,216,210,220,210
68352000,207,210,207,210
68364000,201,210,201,210
68377000,197,210,197,210
68390000,193,210,194,210
68403000,218,210,218,210
68416000,203,210,203,210
68428000,210,210,210,210
68441000,215,210,215,210
68454000,211,210,211,210
68467000,212,210,213,210
68480000,205,210,205,210
68492000,212,210,212,210
68505000,206,210,206,210
68518000,199,210,199,210
68531000,201,210,201,210
68543000,203,210,203,210
68556000,221,210,221,210
68569000,220,210,220,210
68582000,213,210,213,210
68595000,214,210,211,210
68608000,207,210,207,210
68621000,215,210,213,210
68634000,209,210,209,210
68647000,203,210,201,210
68659000,199,210,199,210
68671000,190,210,190,210
68684000,208,210,211,210
68697000,211,210,211,210
68710000,210,210,209,210
68723000,219,210,216,210
68736000,212,210,212,210
68749000,216,210,212,210
68763000,209,210,206,210
68776000,213,210,213,210
68789000,208,210,207,210
68801000,199,210,199,210
68814000,201,210,201,210
68827000,201,210,204,210
68840000,221,210,221,210
68853000,221,210,220,210
68866000,213,210,213,210
68879000,216,210,213,210
68892000,209,210,209,210
68905000,219,210,214,210
68918000,214,210,212,210
68931000,204,210,204,210
68942000,199,210,199,210
68955000,192,210,189,210
68969000,210,210,211,210
68982000,209,210,209,210
68994000,209,210,209,210
69007000,221,210,215,210
69020000,214,210,214,210
69033000,217,210,213,210
69046000,211,210,211,210
69058000,215,210,215,210
69071000,210,210,208,210
69083000,198,210,198,210
69096000,196,210,196,210
69108000,195,210,195,210
69120000,214,210,214,210
69133000,236,210,231,210
69146000,215,210,215,210
69158000,228,210,228,210
69172000,213,210,213,210
69184000,224,210,224,210
69197000,223,210,217,210
69210000,208,210,208,210
69222000,201,210,201,210
69236000,196,210,196,210
69249000,195,210,195,210
69262000,215,210,213,210
69274000,211,210,211,210
69286000,231,210,231,210
69299000,211,210,210,210
69312000,217,210,217,210
69324000,214,210,214,210
69337000,205,210,207,210
69349000,210,210,211,210
69361000,205,210,202,210
69374000,195,210,195,210
69387000,202,210,195,210
69401000,203,210,210,210
69414000,234,210,234,210
69428000,211,210,211,210
69441000,222,210,228,210
69453000,212,210,212,210
69465000,210,210,213,210
69478000,218,210,223,210
69491000,208,210,208,210
69504000,201,210,201,210
69517000,197,210,197,210
69530000,194,210,194,210
69543000,220,210,217,210
69556000,204,210,209,210
69570000,227,210,227,210
69583000,214,210,210,210
69595000,210,210,213,210
69608000,214,210,214,210
69621000,205,210,205,210
69633000,209,210,209,210
69646000,204,210,204,210
69658000,195,210,195,210
69671000,202,210,197,210
69685000,204,210,205,210
69698000,221,210,233,210
69711000,213,210,210,210
69724000,212,210,218,210
69736000,213,210,213,210
69748000,206,210,209,210
69761000,215,210,215,210
69774000,215,210,210,210
69786000,209,210,203,210
69800000,198,210,198,210
69812000,189,210,192,210
69824000,207,210,213,210
69837000,211,210,211,210
69850000,210,210,210,210
69862000,216,210,216,210
69875000,215,210,214,210
69888000,214,210,214,210
69901000,212,210,204,210
69914000,212,210,212,210
69927000,207,210,205,210
69939000,199,210,199,210
69951000,198,210,199,210
69964000,200,210,200,210
69977000,216,210,217,210
69990000,222,210,222,210
70004000,211,210,211,210
70017000,215,210,213,210
70029000,212,210,209,210
70041000,223,210,222,210
70054000,218,210,217,210
70067000,212,210,211,210
70080000,202,210,202,210
70092000,192,210,192,210
70105000,199,210,208,210
70117000,211,210,212,210
70130000,211,210,211,210
70143000,230,210,225,210
70156000,213,210,213,210
70168000,221,210,221,210
70181000,215,210,214,210
70193000,208,210,213,210
70206000,214,210,214,210
70218000,200,210,200,210
70231000,194,210,194,210
70244000,196,210,196,210
70257000,211,210,215,210
70270000,237,210,237,210
70283000,212,210,213,210
70295000,224,210,227,210
70308000,213,210,211,210
70321000,211,210,219,210
70334000,216,210,221,210
70346000,206,210,206,210
70359000,201,210,201,210
70371000,199,210,196,210
70384000,194,210,194,210
70396000,220,210,220,210
70409000,209,210,203,210
70422000,211,210,211,210
70435000,214,210,213,210
70448000,209,210,209,210
70460000,210,210,210,210
70472000,205,210,205,210
70484000,211,210,211,210
70497000,207,210,205,210
70509000,200,210,199,210
70522000,199,210,200,210
70536000,202,210,202,210
70550000,222,210,222,210
70562000,220,210,220,210
70575000,212,210,215,210
70588000,213,210,213,210
70602000,209,210,209,210
70615000,215,210,215,210
70628000,209,210,209,210
70641000,202,210,201,210
70654000,198,210,198,210
70667000,191,210,193,210
70681000,219,210,219,210
70694000,203,210,203,210
70707000,209,210,217,210
70720000,213,210,213,210
70733000,211,210,212,210
70746000,212,210,213,210
70759000,205,210,206,210
70772000,212,210,212,210
70785000,204,210,202,210
70798000,197,210,196,210
70810000,201,210,201,210
70822000,202,210,202,210
70835000,221,210,228,210
70848000,219,210,219,210
70861000,214,210,216,210
70873000,213,210,213,210
70886000,211,210,211,210
70900000,216,210,213,210
70912000,208,210,208,210
70925000,203,210,203,210
70938000,201,210,200,210
70951000,191,210,193,210
70964000,212,210,218,210
70977000,212,210,212,210
70989000,210,210,210,210
71003000,216,210,216,210
71015000,212,210,211,210
71028000,213,210,211,210
71041000,206,210,206,210
71054000,213,210,211,210
71066000,206,210,206,210
71078000,198,210,198,210
71091000,197,210,200,210
71103000,198,210,200,210
71115000,214,210,215,210
71128000,225,210,225,210
71141000,214,210,214,210
71154000,219,210,219,210
71166000,214,210,214,210
71179000,225,210,224,210
71192000,216,210,216,210
71204000,210,210,210,210
71217000,201,210,201,210
71231000,194,210,192,210
71243000,198,210,205,210
71255000,212,210,212,210
71268000,212,210,211,210
71280000,233,210,233,210
71293000,211,210,212,210
71306000,222,210,222,210
71319000,214,210,213,210
71332000,210,210,210,210
71345000,215,210,215,210
71357000,202,210,199,210
71370000,193,210,193,210
71382000,197,210,197,210
71395000,206,210,214,210
71407000,234,210,236,210
71421000,212,210,214,210
71434000,226,210,226,210
71447000,213,210,213,210
71460000,214,210,214,210
71473000,221,210,221,210
71486000,209,210,209,210
71499000,201,210,202,210
71512000,196,210,196,210
71526000,194,210,194,210
71539000,213,210,212,210
71552000,204,210,211,210
71565000,231,210,231,210
71578000,209,210,209,210
71591000,221,210,222,210
71604000,213,210,215,210
71618000,209,210,214,210
71631000,213,210,213,210
71643000,199,210,198,210
71656000,193,210,197,210
71670000,196,210,200,210
71684000,215,210,215,210
71697000,230,210,225,210
71710000,215,210,215,210
71723000,224,210,216,210
71736000,211,210,211,210
71749000,224,210,221,210
71762000,217,210,217,210
71775000,212,210,211,210
71788000,203,210,203,210
71801000,192,210,190,210
71814000,206,210,206,210
71827000,210,210,212,210
71839000,210,210,212,210
71851000,228,210,225,210
71863000,208,210,212,210
71875000,216,210,222,210
71888000,214,210,214,210
71901000,208,210,212,210
71914000,213,210,213,210
71927000,199,210,198,210
71939000,192,210,192,210
71952000,195,210,195,210
71965000,209,210,209,210
71977000,238,210,238,210
71989000,214,210,211,210
72001000,214,210,222,210
72015000,213,210,213,210
72027000,210,210,211,210
72039000,216,210,217,210
72052000,211,210,208,210
72064000,203,210,201,210
72076000,198,210,198,210
72088000,189,210,190,210
72101000,210,210,214,210
72114000,210,210,210,210
72127000,211,210,211,210
72139000,223,210,218,210
72152000,214,210,214,210
72165000,217,210,213,210
72178000,211,210,211,210
72191000,213,210,213,210
72204000,207,210,207,210
72218000,199,210,199,210
72231000,200,210,202,210
72244000,202,210,202,210
72257000,219,210,220,210
72270000,217,210,217,210
72283000,211,210,211,210
72296000,211,210,211,210
72308000,209,210,209,210
72321000,219,210,216,210
72334000,217,210,217,210
72346000,208,210,208,210
72359000,203,210,198,210
72372000,189,210,189,210
72385000,208,210,211,210
72397000,210,210,210,210
72409000,209,210,209,210
72422000,222,210,222,210
72435000,212,210,214,210
72447000,221,210,219,210
72460000,213,210,213,210
72473000,213,210,213,210
72486000,211,210,211,210
72499000,197,210,197,210
72512000,197,210,197,210
72524000,196,210,196,210
72537000,214,210,215,210
72549000,235,210,231,210
72562000,210,210,214,210
72575000,229,210,226,210
72589000,214,210,214,210
72602000,224,210,224,210
72616000,219,210,217,210
72628000,210,210,212,210
72641000,202,210,203,210
72654000,196,210,192,210
72667000,200,210,200,210
72679000,213,210,213,210
72691000,213,210,213,210
72703000,230,210,230,210
72715000,214,210,210,210
72728000,216,210,216,210
72740000,214,210,214,210
72753000,204,210,208,210
72765000,211,210,212,210
72778000,204,210,204,210
72790000,197,210,197,210
72803000,200,210,199,210
72816000,203,210,203,210
72828000,222,210,222,210
72840000,219,210,219,210
72853000,213,210,214,210
72866000,213,210,213,210
72878000,210,210,210,210
72891000,217,210,216,210
72904000,215,210,215,210
72918000,203,210,203,210
72931000,199,210,199,210
72944000,193,210,193,210
72956000,214,210,214,210
72969000,212,210,210,210
72982000,211,210,211,210
72995000,216,210,214,210
73008000,213,210,212,210
73021000,210,210,210,210
73035000,208,210,205,210
73047000,213,210,212,210
73059000,208,210,208,210
73071000,199,210,199,210
73084000,200,210,200,210
73096000,202,210,202,210
73109000,216,210,217,210
73122000,221,210,221,210
73135000,211,210,211,210
73148000,216,210,216,210
73161000,211,210,208,210
73174000,221,210,221,210
73187000,217,210,212,210
73200000,207,210,207,210
73213000,202,210,199,210
73225000,190,210,190,210
73238000,206,210,206,210
73252000,212,210,212,210
73264000,211,210,211,210
73277000,224,210,218,210
73290000,214,210,215,210
73303000,219,210,219,210
73316000,213,210,211,210
73329000,214,210,214,210
73341000,211,210,207,210
73353000,198,210,198,210
73366000,193,210,197,210
73378000,195,210,197,210
73390000,211,210,215,210
73402000,237,210,237,210
73415000,214,210,216,210
73427000,224,210,228,210
73439000,213,210,213,210
73452000,212,210,212,210
73465000,217,210,224,210
73477000,208,210,208,210
73490000,201,210,201,210
73503000,199,210,196,210
73516000,194,210,194,210
73530000,216,210,216,210
73543000,206,210,209,210
73556000,227,210,227,210
73569000,210,210,208,210
73583000,214,210,222,210
73596000,216,210,216,210
73609000,208,210,209,210
73621000,213,210,213,210
73634000,200,210,200,210
73647000,193,210,193,210
73660000,195,210,195,210
73673000,206,210,214,210
73686000,233,210,236,210
73699000,212,210,214,210
73712000,228,210,228,210
73725000,212,210,213,210
73738000,210,210,215,210
73750000,214,210,224,210
73763000,208,210,208,210
73775000,200,210,202,210
73788000,198,210,197,210
73800000,191,210,194,210
73812000,215,210,219,210
73825000,211,210,205,210
73838000,211,210,212,210
73851000,216,210,215,210
73864000,210,210,210,210
73877000,211,210,214,210
73890000,205,210,207,210
73903000,213,210,213,210
73916000,206,210,204,210
73930000,194,210,194,210
73943000,199,210,195,210
73956000,204,210,204,210
73970000,236,210,236,210
73983000,212,210,212,210
73996000,226,210,226,210
74009000,213,210,211,210
74022000,212,210,212,210
74036000,223,210,223,210
74050000,210,210,210,210
74063000,203,210,204,210
74076000,196,210,196,210
74089000,195,210,202,210
